CountryId,Name,ISOCode,CommId
533,b'Aruba',ABW,
4,b'Afghanistan',AFG,1.0
24,b'Angola',AGO,19.0
660,b'Anguilla',AIA,
248,b'land Islands',ALA,
8,b'Albania',ALB,10.0
20,b'Andorra',AND,
784,b'United Arab Emirates',ARE,1.0
32,b'Argentina',ARG,2.0
51,b'Armenia',ARM,6.0
16,b'American Samoa',ASM,
10,b'Antarctica',ATA,
260,b'French Southern Territories',ATF,
28,b'Antigua and Barbuda',ATG,5.0
36,b'Australia',AUS,4.0
40,b'Austria',AUT,6.0
31,b'Azerbaijan',AZE,10.0
108,b'Burundi',BDI,18.0
56,b'Belgium',BEL,6.0
204,b'Benin',BEN,13.0
535,"b'Bonaire, Sint Eustatius and Saba'",BES,
854,b'Burkina Faso',BFA,12.0
50,b'Bangladesh',BGD,6.0
100,b'Bulgaria',BGR,0.0
48,b'Bahrain',BHR,1.0
44,b'Bahamas',BHS,5.0
70,b'Bosnia and Herzegovina',BIH,8.0
652,b'Saint Barthlemy',BLM,
112,b'Belarus',BLR,8.0
84,b'Belize',BLZ,5.0
60,b'Bermuda',BMU,
68,"b'Bolivia, Plurinational State of'",BOL,
76,b'Brazil',BRA,2.0
52,b'Barbados',BRB,6.0
96,b'Brunei Darussalam',BRN,13.0
64,b'Bhutan',BTN,14.0
74,b'Bouvet Island',BVT,
72,b'Botswana',BWA,19.0
140,b'Central African Republic',CAF,0.0
124,b'Canada',CAN,5.0
166,b'Cocos (Keeling) Islands',CCK,
756,b'Switzerland',CHE,0.0
152,b'Chile',CHL,2.0
156,b'China',CHN,13.0
384,"b""Cte d'Ivoire""",CIV,6.0
120,b'Cameroon',CMR,6.0
180,"b'Congo, The Democratic Republic of the'",COD,19.0
178,b'Congo',COG,13.0
184,b'Cook Islands',COK,3.0
170,b'Colombia',COL,5.0
174,b'Comoros',COM,14.0
132,b'Cabo Verde',CPV,0.0
188,b'Costa Rica',CRI,5.0
192,b'Cuba',CUB,6.0
531,b'Curaao',CUW,
162,b'Christmas Island',CXR,
136,b'Cayman Islands',CYM,
196,b'Cyprus',CYP,10.0
203,b'Czechia',CZE,6.0
276,b'Germany',DEU,6.0
262,b'Djibouti',DJI,1.0
212,b'Dominica',DMA,5.0
208,b'Denmark',DNK,11.0
214,b'Dominican Republic',DOM,5.0
12,b'Algeria',DZA,6.0
