CountryId,Name,ISOCode,CommId
533,b'Aruba',ABW,
4,b'Afghanistan',AFG,15.0
24,b'Angola',AGO,9.0
660,b'Anguilla',AIA,
248,b'land Islands',ALA,
8,b'Albania',ALB,4.0
20,b'Andorra',AND,
784,b'United Arab Emirates',ARE,15.0
32,b'Argentina',ARG,2.0
51,b'Armenia',ARM,3.0
16,b'American Samoa',ASM,
10,b'Antarctica',ATA,
260,b'French Southern Territories',ATF,
28,b'Antigua and Barbuda',ATG,12.0
36,b'Australia',AUS,12.0
40,b'Austria',AUT,4.0
31,b'Azerbaijan',AZE,3.0
108,b'Burundi',BDI,11.0
56,b'Belgium',BEL,4.0
204,b'Benin',BEN,4.0
535,"b'Bonaire, Sint Eustatius and Saba'",BES,
854,b'Burkina Faso',BFA,4.0
50,b'Bangladesh',BGD,13.0
100,b'Bulgaria',BGR,4.0
48,b'Bahrain',BHR,15.0
44,b'Bahamas',BHS,12.0
70,b'Bosnia and Herzegovina',BIH,4.0
652,b'Saint Barthlemy',BLM,
112,b'Belarus',BLR,3.0
84,b'Belize',BLZ,12.0
60,b'Bermuda',BMU,
68,"b'Bolivia, Plurinational State of'",BOL,2.0
76,b'Brazil',BRA,1.0
52,b'Barbados',BRB,4.0
96,b'Brunei Darussalam',BRN,13.0
64,b'Bhutan',BTN,
74,b'Bouvet Island',BVT,
72,b'Botswana',BWA,9.0
140,b'Central African Republic',CAF,0.0
124,b'Canada',CAN,12.0
166,b'Cocos (Keeling) Islands',CCK,
756,b'Switzerland',CHE,5.0
152,b'Chile',CHL,2.0
156,b'China',CHN,13.0
384,"b""Cte d'Ivoire""",CIV,4.0
120,b'Cameroon',CMR,4.0
180,"b'Congo, The Democratic Republic of the'",COD,9.0
178,b'Congo',COG,9.0
184,b'Cook Islands',COK,17.0
170,b'Colombia',COL,12.0
174,b'Comoros',COM,0.0
132,b'Cabo Verde',CPV,0.0
188,b'Costa Rica',CRI,12.0
192,b'Cuba',CUB,4.0
531,b'Curaao',CUW,
162,b'Christmas Island',CXR,
136,b'Cayman Islands',CYM,
196,b'Cyprus',CYP,3.0
203,b'Czechia',CZE,4.0
276,b'Germany',DEU,4.0
262,b'Djibouti',DJI,14.0
212,b'Dominica',DMA,4.0
208,b'Denmark',DNK,7.0
214,b'Dominican Republic',DOM,12.0
12,b'Algeria',DZA,4.0
218,b'Ecuador',ECU,12.0
818,b'Egypt',EGY,3.0
232,b'Eritrea',ERI,
732,b'Western Sahara',ESH,
724,b'Spain',ESP,0.0
233,b'Estonia',EST,7.0
231,b'Ethiopia',ETH,14.0
246,b'Finland',FIN,7.0
242,b'Fiji',FJI,17.0
238,b'Falkland Islands (Malvinas)',FLK,
250,b'France',FRA,0.0
234,b'Faroe Islands',FRO,7.0
583,"b'Micronesia, Federated States of'",FSM,
266,b'Gabon',GAB,9.0
826,b'United Kingdom',GBR,5.0
268,b'Georgia',GEO,3.0
831,b'Guernsey',GGY,
288,b'Ghana',GHA,4.0
292,b'Gibraltar',GIB,
324,b'Guinea',GIN,0.0
312,b'Guadeloupe',GLP,
270,b'Gambia',GMB,4.0
624,b'Guinea-Bissau',GNB,4.0
226,b'Equatorial Guinea',GNQ,0.0
300,b'Greece',GRC,3.0
308,b'Grenada',GRD,4.0
304,b'Greenland',GRL,
320,b'Guatemala',GTM,10.0
254,b'French Guiana',GUF,
316,b'Guam',GUM,
328,b'Guyana',GUY,4.0
344,b'Hong Kong',HKG,13.0
334,b'Heard Island and McDonald Islands',HMD,
340,b'Honduras',HND,12.0
191,b'Croatia',HRV,4.0
332,b'Haiti',HTI,4.0
348,b'Hungary',HUN,0.0
360,b'Indonesia',IDN,12.0
833,b'Isle of Man',IMN,
356,b'India',IND,16.0
86,b'British Indian Ocean Territory',IOT,
372,b'Ireland',IRL,5.0
364,"b'Iran, Islamic Republic of'",IRN,4.0
368,b'Iraq',IRQ,4.0
352,b'Iceland',ISL,7.0
376,b'Israel',ISR,5.0
380,b'Italy',ITA,0.0
388,b'Jamaica',JAM,4.0
832,b'Jersey',JEY,
400,b'Jordan',JOR,15.0
392,b'Japan',JPN,12.0
398,b'Kazakhstan',KAZ,6.0
404,b'Kenya',KEN,18.0
417,b'Kyrgyzstan',KGZ,6.0
116,b'Cambodia',KHM,13.0
296,b'Kiribati',KIR,12.0
659,b'Saint Kitts and Nevis',KNA,4.0
410,"b'Korea, Republic of'",KOR,12.0
414,b'Kuwait',KWT,15.0
418,"b""Lao People's Democratic Republic""",LAO,13.0
422,b'Lebanon',LBN,15.0
430,b'Liberia',LBR,4.0
434,b'Libya',LBY,0.0
662,b'Saint Lucia',LCA,12.0
438,b'Liechtenstein',LIE,
144,b'Sri Lanka',LKA,15.0
426,b'Lesotho',LSO,9.0
440,b'Lithuania',LTU,3.0
442,b'Luxembourg',LUX,4.0
428,b'Latvia',LVA,7.0
