0 1 2
25 41 12
25 51 112
25 26 58
25 27 74
25 97 2
25 8 116
25 9 31
25 28 15
25 29 444
25 30 86
25 31 29
25 32 210
25 13 3
25 42 130
49 17 2
79 46 588
79 78 1
79 105 816
79 81 2590
79 84 10
79 35 22
79 85 94
79 13 59
64 15 1690
80 12 13
80 23 13
80 53 51
80 106 23
80 31 2
80 42 408
65 64 36
65 15 54
91 89 94
91 40 48
107 38 52
107 21 1
107 72 1
107 12 1
107 35 220
107 85 8
107 31 1
107 13 69
40 38 4391
40 91 45
40 26 8
40 15 173
40 30 2
41 21 9
41 12 41
41 23 12
108 12 1
18 109 348
18 23 13
18 66 1
18 20 8884
18 42 1
110 11 625
110 23 300
110 26 203
110 42 286
110 58 73160
111 43 15
111 11 15
111 12 172
111 23 23
111 24 1
111 25 3
111 112 1423
111 26 33
111 84 1
111 56 2
111 15 15
111 30 254
111 32 1
111 13 15
111 42 2
26 75 1
26 1 703
26 45 1
26 46 1
26 38 477
26 21 4699
26 3 50
26 11 164
26 17 31
26 4 15
26 39 2
26 22 595
26 5 1804
26 89 255
26 73 1
26 90 1046
26 12 4543
26 34 1
26 23 21408
26 6 110
26 24 56
26 113 102
26 78 1
26 96 761
26 25 693
26 91 148
26 40 323
26 41 21
26 66 1
26 51 23
26 99 1
26 53 960
26 84 9
26 27 1586
26 56 2
26 35 30
26 97 52
26 8 510
26 15 5
26 85 17
26 9 53
26 86 1
26 20 2
26 28 125
26 29 1
26 30 241
26 114 2
26 31 3239
26 32 444
26 36 129
26 13 167
26 42 13353
26 58 1855
7 2 105
7 3 31
7 4 431
7 6 118
7 53 1
7 8 25
7 15 243
7 9 88
7 28 67
7 29 32
7 31 4
84 13 1424
27 1 49
27 38 2076
27 21 1
27 4 1
27 22 348
27 5 13
27 89 102
27 90 10
27 12 93
27 23 174
27 25 10
27 91 235
27 40 153
27 67 27
27 26 14
27 53 75
27 97 68
27 28 23
27 29 5
27 31 81
27 36 855
27 42 6
56 115 1
56 22 5
56 12 2
56 23 2
56 41 1
56 28 6
56 30 15
116 17 2
116 49 113
116 20 8
8 12 1
8 23 3
8 25 1
8 97 64
8 30 2
8 42 10
15 38 54
15 64 22
15 36 3639
117 21 6
117 12 2
117 42 2
85 46 2778
85 81 5215
85 107 24
85 84 11
118 12 30
9 2 20
9 99 1
9 8 2
20 17 18
20 18 1
28 1 1
28 3 4
28 22 92
28 24 26
28 40 1
29 2 343
29 4 22
29 23 17
29 25 10
29 99 181
29 26 2
29 97 3
29 9 262
29 30 3
29 36 1
93 119 286
93 11 22
93 92 7
93 12 5
93 23 1
93 25 1
93 120 6
93 121 1
93 122 14
93 123 10
93 26 24
93 124 1
93 15 2
93 86 1
93 32 2
93 125 2
30 1 1670
30 38 9
30 21 3079
30 2 3
30 3 234
30 115 10
30 11 45
30 4 352
30 39 312
30 22 1307
30 5 1056
30 89 2383
30 90 348
30 12 48438
30 23 29223
30 6 282
30 24 1218
30 96 605
30 25 22440
30 91 1947
30 40 1423
30 41 80
30 51 3
30 26 13848
30 7 1
30 53 244
30 27 3297
30 56 3356
30 35 1
30 97 118
30 8 2547
30 85 6
30 9 52
30 28 615
30 29 69
30 31 2202
30 32 1828
30 36 165
30 13 64
30 42 14965
30 58 72
114 53 1
114 31 2
114 32 7
114 13 31
114 42 1
31 5 7
31 90 1
31 23 1
126 16 1
126 49 3
126 18 4
126 127 1
126 15 1
126 20 29
128 129 90
128 11 12
87 12 1
87 25 1
87 82 6
87 35 1
57 0 83
57 1 900
57 33 124
57 38 6
57 21 122
57 2 240
57 3 1738
57 39 10
57 5 111
57 12 233
57 34 6287
57 23 3299
57 78 423
57 105 27
57 66 2
57 99 12
57 26 800
57 7 16
57 53 239
57 27 3
57 35 1
57 97 260
57 8 216
57 15 2776
57 9 43
57 86 34
57 31 301
57 32 143
57 130 756
57 36 458
57 13 3
57 42 41
88 21 289
88 11 144
88 12 5
88 23 160
88 26 31
88 53 12
88 117 1
88 31 3
88 32 26
88 42 192
36 38 43
36 97 20
13 131 39
13 46 5
13 132 1
13 48 1
13 133 23
13 81 5
13 84 18
13 85 5
42 45 4
42 129 1
42 21 6
42 11 1
42 22 3
42 6 20
42 96 151
42 49 5
42 30 10
42 13 25
42 58 19
134 38 361
58 11 20191
58 135 4
58 22 2
58 23 21
58 49 108
58 110 180
58 20 2
58 42 34
